Boundary,Protocol,Timestamp,Frame_Bytes,TCP_Payload_Bytes
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255323.9189718,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255323.926992,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255323.92847,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255323.9320247,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255323.9320252,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255323.9341996,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255323.937704,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255323.943983,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255323.9480355,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255323.9570081,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255323.9611409,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255323.9680374,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255323.971253,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255323.981054,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255323.9863474,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255323.9953399,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255323.9991257,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.0081725,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.011638,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.021014,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.024843,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.0340202,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.037586,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.047012,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.0506353,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.058977,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.063143,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.0709927,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.0759013,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.0871768,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.0920587,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.101108,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.1044912,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255324.1120858,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.1130066,66,12
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255324.113008,153,99
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255324.1130083,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255324.1137972,60,0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255324.1174583,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.117459,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255324.1187923,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255324.121267,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255324.1225364,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.1284888,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.1334,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.1362147,66,12
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255324.1386957,150,96
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.1409118,66,12
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255324.148995,60,0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.156991,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.1620195,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255324.1723583,60,0
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255324.1931267,125,71
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255324.217225,128,74
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255324.217672,60,0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.2390468,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.2423031,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.2523284,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.2555234,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.2641263,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.2682846,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.2780137,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.281255,65,11
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255324.290051,276,222
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.291018,66,12
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255324.2910185,125,71
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255324.2910192,60,0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.2943182,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.3030095,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.307656,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.3160553,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.3207343,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.328521,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.3285213,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.3341248,69,15
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.3341253,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3341258,118,64
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.3362825,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.3404996,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3405004,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3405008,60,0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3418317,118,64
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.3440442,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.3467872,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3467877,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3486097,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3525107,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.353804,122,68
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.3560197,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.358729,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3587298,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3598194,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3644612,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3654547,118,64
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.3669937,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.3705876,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3705883,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3718066,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3765922,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3775523,128,74
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.3775525,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.3825643,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3825648,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3841498,130,76
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3885803,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3894918,122,68
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.39301,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.3947642,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.3947644,108,54
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.4040306,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.4083378,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.4180446,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.4213705,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.4300425,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.4339917,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.4422088,60,0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.4450376,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.449861,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.4573252,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.4605074,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.4700406,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.4729693,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.482044,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.4856832,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.496014,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.5009985,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.511038,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.5160325,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.524022,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.5285711,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.5285716,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.5317407,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.5343091,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.537565,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.5375655,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.5430875,65,11
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255324.5680788,259,205
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255324.5769815,128,74
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.5780394,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.5828154,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.6172276,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.6207688,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.641089,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.6470242,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.6551173,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.6593845,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255324.663825,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255324.6646297,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255324.664631,60,0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255324.6663423,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.6670413,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255324.6676216,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255324.6691585,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255324.6706357,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.6719792,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.6810694,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.6851254,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.6940646,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.6979449,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.706058,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.711063,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255324.7120295,60,0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.7190466,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.7241912,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.729023,66,12
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255324.7323613,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.732363,69,15
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.7340784,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.734079,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.7377803,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.7377813,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.746268,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.7504685,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.7594285,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.7638235,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.7731724,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.7761781,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.7860465,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.789176,65,11
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255324.7905064,449,395
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255324.791431,125,71
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255324.7914314,60,0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.7970257,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.802557,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.810048,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.8152869,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.8241181,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.8276238,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.837066,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.840367,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.8500686,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.8535008,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.862048,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.8663857,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.87506,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.879366,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.888053,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.8926983,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.9003975,118,64
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.9010365,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.9064236,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.9064243,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.9064248,60,0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.9077313,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.9123576,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.9137895,118,64
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.91379,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.9185648,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.9185655,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.9201264,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.9244864,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.925562,118,64
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.9270308,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.928665,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.9306035,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.930604,107,53
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.9306064,69,15
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.932156,118,64
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.9321566,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.9366758,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.9366763,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.9378374,118,64
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.940028,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.9427772,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.9427774,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.944335,128,74
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.9485672,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.9495265,130,76
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.9530349,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.954755,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.9547553,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.9563506,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255324.9605145,108,54
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.966027,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.9709835,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.9790468,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.9839063,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.991084,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255324.9945078,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255325.0020623,60,0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.005055,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.009939,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.0180364,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.0229685,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.0310903,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.0358489,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.045276,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.0487413,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.0563798,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.0594687,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.0691516,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.074313,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.082367,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.0867534,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.0960662,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.0997393,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.1090672,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.112181,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.12205,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.1271527,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.1286664,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.1327796,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.1344185,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.1370542,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.1387458,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.1387465,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.15006,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.154237,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.1640594,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.16706,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.1760435,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.1799872,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.1900725,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.1957293,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255325.2031085,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255325.2037203,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255325.203721,60,0
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255325.204498,153,99
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.205086,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255325.2061062,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255325.2067308,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255325.2083075,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.208308,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255325.209716,65,11
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255325.22101,150,96
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255325.2250628,60,0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255325.2523663,60,0
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255325.2741072,125,71
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255325.2889607,249,195
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255325.289819,125,71
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255325.2898195,60,0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.2920458,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.2951753,65,11
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255325.3060966,128,74
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255325.307176,60,0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.3270714,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.3286955,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.3302865,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.330287,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.332449,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.335959,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.3411276,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.3462608,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.3561282,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.3597326,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.3681195,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.372356,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.382086,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.3854103,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.3940876,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.398319,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.408084,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.4135966,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.4210877,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.424412,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.4350874,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.4406893,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.4495764,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.4546137,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.463119,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255325.466982,118,64
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255325.4678137,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255325.4678142,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255325.4683435,60,0
